Song Title,text
Get on the Inside,  Gonna take a ride (Take a ride)  From here to heaven (Let me ride)  Gonna take a ride (Take a ride)  Get on the inside (Get on the inside)  Gonna take a ride (Take a ride)  To eleventh heaven (Let me ride)  Gonna take a ride (Take a ride)  Get on the inside (Get it on the inside)  Get on the inside (Get on the inside)  Get on the inside (Get on the inside)  Get on the inside (Get on the inside)  (Get on the inside)   Gonna take a ride (Take a ride)  From here to heaven (Let me ride)  Gonna take a ride (Take a ride)  Get on the inside (Get on the inside)  Gonna take a ride (Take a ride)  From here to heaven (Let me ride)  Gonna take a ride (Take a ride)  Get on the inside (Get it on the inside)   Gonna take a ride (Get on the inside get on the inside)  (Get on the inside get it on the inside)  Gonna take a ride from here to heaven (Get on the inside)  Gonna take a ride get on the inside (Get it on the inside)  Gonna take a ride get on the inside (Get on the inside)  Gonna take a ride get on the inside (Get it on the inside)  Gonna take a ride (Sweating it on the sweet tiny spot)  Get on the inside (Let me ride)  Gonna take a ride (Sweating it on the sweet tiny spot)  Get on the inside (Let me ride)  Get on the inside (Sweating it on the sweet tiny spot)  Get on the inside (Let me ride)  Get on the inside (Sweating it on the sweet tiny spot)  Get on the inside (Let me ride) 
Let Me Show You,  I guess I'll shake it but  No-one touches all you are  Strip to show me all you are  Let me show you how you make me feel (I've got my finger on the trigger)    I guess I'll shake it but  No-one touches all you are  Strip to show me all you are  Let me show you how you make me feel (I've got my finger on the trigger)
Possibilities,  Then you're lying through your teeth  I was shook up  Intoxicated  Drank the juices  Of the possibilities   You know nothing  About the people that you've touched  Someone told me  Life is easy  Hearts were bleeding and breaking   They were lying through their teeth  If you told me  Nothing's perfect  Hearts are broken  Nothing's free 
Put the Pieces Back Together,  Saw a million pieces  Of the shape I'm in  Hanging from a chandelier  Have a taste of everything 
She Flirts for England,  She's flirting for England ah ah  She's flirting for England ah ah  She's flirting for England ah ah  She's flirting for England ah ah    She's searching for England ah ah  She's flirting for England ah ah  She's flirting for England ah ah  She's flirting for England ah ah    She's flirting for England ah ah  She's flirting for England ah ah  She's searching for England ah ah  She's flirting for England ah ah 
Slide Away,  I just wanna slide away and come alive again  I just wanna slide away and come alive again  I will see that love again and find a life again  I just wanna slide away and come alive again 
From the Morning,  So look see the days The endless colored ways And go play the game That you learned From the morning 
Parasite,  Take a look you may see me on the ground For I am the parasite of this town    Take a look you may see me coming through For I am the parasite who travels two-by-two
Pink Moon,  It's a pink moon Yes a pink moon    It's a pink moon Yes a pink moon
Place to Be,nan
Road,  You can take the road that takes you to the stars now I can take a road that'll see me through I can take a road that'll see me through    You can take the road that takes you to the stars now I can take a road that'll see me through I can take a road that'll see me through I can take a road that'll see me through
Things Behind the Sun,  Take your time and you'll be fine And say a prayer for people there Who live on the floor And if you see what's meant to be Don't name the day or try to say It happened before 
Which Will,  And tell me now Which will you love the best?    And tell me now Which will you love the best?
(Baby) I can change my mind,  Baby can I change my mind?   Baby can I change my mind? Please please please baby I just wanna change my mind   Baby let me change my mind Feeling gloomy baby That's how I can't change my mind
Have a Little Faith,  So she's leavin' for somebody new She's even got you believin' There's nothin' you can do Brush that teardrop off your face And put a smile back in its place Have a little faith and love will come to you
Bagasas,  Mpagasa! Do you enjoy it there above I seek for a breath to recover I don't believe that you make fun of me as I'm looking at you you don't notice it Recommend me any sollution it will not cost you much   Mpagasa! Do you enjoy it there above Take a look also on the ground when you sleep and and sail suddenly you sparkle and make thunders and whatever you think of you bring it down do not think that you 're agitating me.
I don't want you to cry my heart,  I don't want you to cry my heart for what we went through yesterday much has been destroyed but find a path again the people don't know how to live get down to go on foot where everyone asks to find his talk again   I don't want you to cry my heart for what we went through yesterday borrow you too once and find a path again and if you lose what makes you live it was not only your fault they deserve to live as kids those who have a heart
Lina,  Lina Lina goldfinch I will see you next month you've locked me in the kitchen and you became a ballerina.  Lina Lina we live apart I have worked in the ships too Lina Lina did your other boys have such strains?   Lina Lina when I saw you I felt like a flagship and you broke like a storm in flaura and fauna.     Now you say that I belonged to you but I didn't pay the IKA It would be pompous if they registered me.  Tell me a lie to fall asleep. I pretend to be dumb only for you.   Lina Lina even if I am losing you I won' t trouble you again like the dog with the cat is our love on the road.
All Apologies,  In the sun in the sun I feel as one In the sun in the sun Married buried    In the sun in the sun I feel as one In the sun in the sun Married buried Married buried Yeah yeah yeah yeah  [outro ]All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are All in all is all we are 
Dumb,  Or maybe just happy Think I'm just happy Think I'm just happy Think I'm just happy    And I have a hangover Have a hangover Have a hangover Have a hangover     Or maybe just happy Think I'm just happy Think I'm just happy Think I'm just happy 
Heart-Shaped Box,  Hey! Wait! I got a new complaint Forever in debt to your priceless advice Hey! Wait! I got a new complaint Forever in debt to your priceless advice Hey! Wait! I got a new complaint Forever in debt to your priceless advice Your advice    Hey! Wait! I got a new complaint Forever in debt to your priceless advice Hey! Wait! I got a new complaint Forever in debt to your priceless advice Hey! Wait! I got a new complaint Forever in debt to your priceless advice Your advice     Hey! Wait! I got a new complaint Forever in debt to your priceless advice Hey! Wait! I got a new complaint Forever in debt to your priceless advice Hey! Wait! I got a new complaint Forever in debt to your priceless advice Your advice Your advice Your advice
Milk It,  Doll steak Test meat    Test meat Doll steak     Look on the bright side suicide Lost eyesight I'm on your side Angel left wing right wing broken wing Lack of iron and/or sleeping    Doll steak Test meat 
Pennyroyal Tea,  Sit and drink Pennyroyal Tea Distill the life that's inside of me Sit and drink Pennyroyal Tea I'm anemic royalty    I'm so tired I can't sleep I'm a liar and a thief Sit and drink pennyroyal tea I'm anemic royalty    Sit and drink Pennyroyal Tea Distill the life that's inside of me Sit and drink Pennyroyal Tea I'm anemic royalty
Radio Friendly Unit Shifter,  What is wrong with me What is wrong with me What is wrong with me    What is what I need? What is wrong with me? What do I think I think?     What is what I need? What is wrong with me? What do I think I think?    What is wrong with me? What is what I need? What is what I need? What do I think I think? What is wrong with me? What is wrong with me? What is wrong with me? What do I think I think?
Rape Me,  I'm not the only one I'm not the only one I'm not the only one I'm not the only one    I'm not the only one I'm not the only one I'm not the only one I'm not the only one   [Bbridge] My favorite inside source I'll kiss your open sores I appreciate your concern You're gonna sink and burn    I'm not the only one I'm not the only one I'm not the only one I'm not the only one 
Serve the Servants,  Serve the servants oh no Serve the servants oh no Serve the servants oh no Serve the servants That legendary divorce is such a bore    Serve the servants oh no Serve the servants oh no Serve the servants oh no Serve the servants That legendary divorce is such a bore    Serve the servants oh no Serve the servants oh no Serve the servants oh no Serve the servants That legendary divorce is such a bore
Tourette's,  Hey Hey Hey Hey Hey  Out of town out of sight is my heart Queen of lies today my heart One more on the phone my heart One more at the door of my heart    Hey Hey Hey  
Very Ape,  Out of the ground Into the sky Out of the sky Into the dirt    Out of the ground Into the sky Out of the sky Into the dirt Out of the ground Into the sky Out of the sky Into the dirt
Be With You,nan
Dirty Bird,  Oh no baby's such a dirty bird (I know what you're really after yeah) Oh no baby's such a dirty bird   Oh no baby's such a dirty bird (I know what you're really after yeah) Oh no baby's such a dirty bird
Down,  Now some say I lost His other soul How barely a young man Can sink so low And I don't know... don't care at all
Dude,  You did something that you said you'd never do Took my heart and broke it right in two Why'd ya have to go and be so rude Well that's no way to treat a dude Now is it now   You did something that you said you'd never do Took my heart and broke it right in two Why'd ya have to go and be so rude Well that's no way to treat a dude Now is it now
Matriarch,  Matriarch of the family More than a reverie You were a friend to me Sometimes I cry out for my Joan of Arc To come back and lead the march Gone is my Matriarch   Matriarch of the family More than a reverie You were a friend to me Sometimes I cry out for my Joan of Arc To come back and lead the march Gone is my Matriarch Thanks Sis
Rise,nan
She's the One,  When I wake up in the morning and I head on down the road I regret the feelings that I never showed And every time I try to think of reasons why to walk away I can only find a reason not run She's the one   When I wake up in the morning and I head on down the road I regret the feelings that I never showed And every time I try to think of reasons why to walk away I can only find a reason not run She's the one
The Hard Way,  Roll on I've been trying to make this pay for So long Let me learn the hard way Let me learn the hard way [verse Time don't exist in here I'm counting out the hours By every beer that comes around I'm breathing in the oxygen The call girls and the slot machines And the roulette spinnin' round Cause I can never hold I just go on until I fold Until I'm battered broke and bruised Anything I win   Roll on I've been trying to make this pay for So long Let me learn the hard way Let me learn the hard way   Roll on I've been trying to make this pay for So long Let me learn the hard way Let me learn the hard way
Undone,  I never knew that I'd find Someone like you to blow my mind I've seen everything under the sun But it was you that made me come undone I never dreamed of finding the one But it was you that made me come undone   I never knew that I'd find Someone like you to blow my mind I've seen everything under the sun But it was you that made me come undone I never dreamed of finding the one But it was you that made me come undone
Chords Of Fame,  So play the chords of love my friend play the chords of pain If you want to keep your song Don't don't don't don't play the chords of fame   So play the chords of love my friend play the chords of pain If you want to keep your song Don't don't don't don't play the chords of fame   So play the chords of love my friend play the chords of pain If you want to keep your song Don't don't don't don't play the chords of fame
I Ain't Marching Anymore,  For I've killed my share of Indians In a thousand different fights I was there at the Little Big Horn I heard many men lying I saw many more dying But I ain't marching anymore   For I stole California from the Mexican land Fought in the bloody Civil War Yes I even killed my brothers And so many others But I ain't marching anymore  For I marched to the battles of the German trench In a war that was bound to end all wars Oh I must have killed a million men And now they want me back again But I ain't marching anymore     It's always the old to lead us to the war It's always the young to fall Now look at all we've won with the saber and the gun Tell me is it worth it all   For I flew the final mission in the Japanese sky Set off the mighty mushroom roar When I saw the cities burning I knew that I was learning That I ain't marching anymore
Tape From California,nan
The Pleasures of the Harbor,nan
(Are You) Happy,  Are you really happy? Are you happy? Pompous bragging neurotic nagging Expose your insecurities Aggravated irritated You're the perfect picture of misery  Are you really happy? Huh? ...You're not happy?
Anytown,  Run spot run Run spot run   Run spot run Run spot run
Degenerated,  What's Johnny doin' out on Tuesday night When Johnny can't read and Johnny can't write Johnny just don't understand Johnny don't care about this world As long as he can fuck his girl And prove that he's a man
Go Nowhere,nan
In Dog We Trust,  In dog we trust In dog we trust In dog we trust In dog we trust In dog we trust In God you trust In God you trust In God you lust
New Aryans,  A final solution for all new aryans... Death to the nazis and the ku klux klan! Anarchy in the fatherland!  Anarchy for all new aryans No master race is gonna rule my land!
No Class,  Got no class I say got no class I say got no class I'm just my fuckin' self   Got no class I say got no class I say got no class I'm just my fuckin' self   Got no class I say got no class I say got no class...
Reagan Youth,  We are Reagan Youth! ...Heil! Heil! Heil! Reagan Youth ...Sieg Heil!   We are Reagan Youth! ...Heil! Heil! Heil! Reagan Youth! ...Sieg Heil!  Don't be fooled!
USA,nan
Angel's Harp,nan
Daddy's Gone,  When you lay your head on your pillow I'll be gone I'll be gone Will you breathe your dreams into your pillow like a song I woke up and all my yesterdays were gone
Dark Night Of The Soul,  Shadows movin' Shadows have long gone by Shadows have long gone by   Shadows movin' Shadows movin' Shadows have long gone by
Everytime I'm With You,  Every time Every time Every time Every time Every time Every time I'm with you I guess it's true   Every time Every time Every time Every time Every time Every time I'm with you I guess it's true   Every time Every time Every time Every time Every time Every time I'm with you I guess it's true
Grim Augury,  I told ya I told you that you didn't want to know  What went on in my horrible dream I was peering in through the picture window It was a heart-warming tableau Like a Norman Rockwell painting
Insane Lullaby,  Dreams float up From fissures in the floor Adding new dimension Leaving only parts to play Needs are forming again   Dreams float up From fissures in the floor Adding new dimension Leaving only parts to play Needs are forming again
Jaykub,  Jaykub You work until the day's done And then you go to bed   Jaykub It's time for you to wake up And accept your awards
Just War,  Just war Just war You said it wouldn't hurt Just war Just war   Just war Just war You said it wouldn't hurt Goodbye sleep time Cause surely it's ain't just war  The last survivor crawling through the dust And furthermore Will evolution diminish right in front of us There is just war
Little Girl,  You tortured little girl Showing them what love is all about Where did all the time go? Everywhere it's gone gone gone   You twisted little girl Showing them what life is all about Where did all the time go? Everywhere it's gone   You tortured little girl Showing them what laughter's all about Where did all the wine go? Every night it's gone
Pain,  Pain pain pain Bad brains must always feel pain   Pain pain pain That's why I'll always be in pain  Good karma will not get you anywhere Look at Jesus and his hair
Revenge,  Cause you can't hide what you intend It glows in the dark Once you start the path of revenge There's no way to stop And the more I try to hurt you the more it hurts me    No you can't hide what you intend It glows in the dark Once we become the thing we dread There's no way to stop And the more I try to hurt you the more it backfires  
Star Eyes (I Can't Catch It),  I can't catch it I can't catch it I can't catch it   I can't catch it I can't catch it I can't catch it   I can't catch it I can't catch it I can't catch it I can't catch it I can't catch it
The Man Who Played God,  If you love tales of transformation Well then one two three You could be the man who played god   If you love tales of transformation Well then one two three You could be the man who played god
Black Heart,  (Yeah yeah yeah) Well I don't mind I don't mind (Yeah yeah yeah) Said I don't mind if you don't mind The color is all but faded Out of a dead man's eyes Down to his blackened heart    (Yeah yeah yeah) Well I dont mind I dont mind (Yeah yeah yeah) Said I dont mind if you dont mind The color is all but faded Out of a dead man's eyes Down to his blackened heart    If you don't mind The color is all but faded Out of a dead man's eyes Down to his blackened heart (Yeah yeah yeah) (Yeah yeah yeah)
Cry cry,  Cry cry cant say no Nothing cures a craving Yeah yeah Cry cry its all a show Just a game youre playing Yeah yeah yeah    Cry cry cant say no Nothing cures a craving Yeah yeah Cry cry its all a show Just a game youre playing Yeah yeah yeah Cry cry cant say no Nothing cures a craving Yeah yeah Cry cry its all a show Just a game youre playing Yeah yeah yeah 
Out of time,  Oh I know you cant tithe Oh when you look inside yourself You've got to cross that line Yeah youre running out of time    Oh I know you cant tithe Oh when you look inside yourself You've got to cross that line Yeah youre running out of time    Yeah you've got to look inside Yeah its time that you decide Yeah you've got to cross that line Yeah you're running out of time
Same On The Inside,  Do you know the answers? Tell me I find my happy ending When do we start pretending that We're all the same on the inside    Do you know the answers? Tell me I find my happy ending When do we start pretending that We're all the same on the inside   All the same on the inside 
Tomorrow,  Tomorrow's just a dream I can't detain It's like a fall I can't contain And though it seems so far away It's just a day a lonely day away    Tomorrow's just a dream I can't detain It's like a fall I can't contain And though it seems so far away It's just a day a lonely day away   It's like a dream I can't detain It's like a fall I can't contain And though it seems so far away It's just a day a lonely day away
Merry-go-round,  Mama's hooked on Mary Kay. Brother's hooked on Mary Jane. Daddy's hooked on Mary two doors down. Mary Mary quite contrary. We get bored so we get married Just like dust we settle in this town. On this broken merry go 'round and 'round and 'round we go Where it stops nobody knows and it ain't slowin' down. This merry go 'round.   'Cause mama's hooked on Mary Kay. Brother's hooked on Mary Jane. Daddy's hooked on Mary two doors down. Mary Mary quite contrary. We get bored so we get married. Just like dust we settle in this town. On this broken merry go 'round and 'round and 'round we go Where it stops nobody knows and it ain't slowin' down. This merry go 'round.
Learn to Row,  And I'm not alone out there  Got to grow up fast when you don't have a choice  When the table's bare and there's no father's voice  Smell his working clothes on the cold salt air  And I'm not alone out there  No I'm not alone out there    And we're not alone out there  We are not alone out there   We are cast adrift on an endless storm  Many dreams will come and wash overboard  But we will not mourn what we have not lost  We will learn to row with the oars  We are cast adrift (We cast adrift) 
Old Country Country,   In the old country Fiddle and a fife  Songs about love songs about life  In the old country country  Like the blood in my veins  Thunder in the meadow  Like the lightning on the plains  On the plains  She took me by the hand to see the great churches  And the taverns where the old men sit and lie  And it warmed me to my bones  Like a photograph of home  That some things are the same  No matter where you go     In the old country  Fiddle and a fife  Songs about love songs about life  In the old country country  Like the blood in my veins Thunder in the meadow  Lightning on the plains  On the plains  Li li li la la la li li li li li li Li li li la la la li li li li li li  
Private Battlefield,  'Till the dust has cleared on our private battlefield  La da da da   There's the dream and there's the truth  There's a question and the proof  Time to fight time to lie down and call a truce  We all believe we have a cause  We put our trust in faith and law  'Till we find out in the end that no one wins but...   Making love is making war  I wonder who I'm fighting for  But my wounds will heal on our private battlefield  I thought that you were on my side  Now I need a place to hide  'Till the dust has cleared on our private battlefield  La da da mmm 
Shattered Cross,  No you don't mess around with a man in black  You don't fool around with a woman in red  You wake up alone in a cold barren bed  She'll empty your pockets and rip out your heart  And leave you with ruins of a life torn apart    No you don't fool around with a woman in red  You never make deals with a guy named Doc  You'll have a gun in your hands by 12 o'clock  And if the sodium lights with your heart in your throat 
Simple Man,  I'm a simple man want a simple life  I want a paid up home I want a faithful wife  I don't need much money to keep me free  Just need the love of you for me  I'm a simple man had a simple plan  I got a complicated life   Ain't got no time to call my own  I'm wearing out my telephone 
Supernatural,  It's supernatural supernatural   It's supernatural supernatural 
Too Many Ghosts,  Too many too many too many ghosts  One too many ghosts to fall in love   Avarice and drunkenness  Pride and infidelity    Too many too many too many ghosts  One too many ghosts to fall in  Too many too many too many ghosts  One too many ghosts to fall in love  I took my new love out for a ride  Along the North Sea 
Toujour Aimez,  Toujours aimez  What the hell's she tryin' to say  Sounds good ok  My life was going nowhere anyway   Toujours aimez  Toujours aimez     Toujours aimez  What the hell's she tryin' to say  Sounds good ok  My life was going nowhere anyway   Do do do do do do do do do Do do do do do do do Do do do do do do do do do Do do do do do do do 
End of Your World,  You're on a plane to the end of your world  You're going down down down It's one hell of a way to go out   Yeah and all around it's comin' down  You feel the winter it's setting in    You're on a plane to the end of your world  You're going down down down  It's one hell of a way to go out    Well you know it's so quiet here  It's like a country town Where all the drama's gone  It's left far behind and now there's only piece of mind 
Following My Own Tracks,   I go 'round and 'round  I'm lost and found  I'm never happy in the middle I've gotta be up or down  Just when I think that I've found level ground  I turn around and destroy all of the life I've found   Well self-destruction's kinda dumb 
Hollow Log,  Oh hollow log hollow log  He loves his hollow log  Living on his own  No hot water and no telephone  
Pass the Flagon,   My body's floatin' up in the stars  The alcohol seems to cleanse the scars  As another bottle hits the ground  I feel as empty as it sounds   So pass the flagon down the line     My body's achin' with the cold  I feel about a hundred years old  So I stagger down to the D.S.S  To try to get myself a counter cheque  But an hour in line's an hour of wasted time  And I want to break their necks 
Shining,nan
You don't even know my name,    Maybe someday you will notice me  And this won't be just a game   You know I've seen every show  You've ever done    Maybe Monday hopefully someday  Yeah all my luck will change  'Til then I'll just follow you  Wherever you go 
I Love You,  Once upon a time I met a girl who had the prettiest blue eyes But after all the times Ive tried And all the times I cried Those pretty blue eyes would never notice me  And if they ever give awards for the loneliest story Well Id be there when they give them out  And Id win without a doubt But theres no fame 
Exscape,  It is telling me that I cannot escape It is telling me that I cannot forget Just like a broken record Repeating it to me You're getting my attention It makes me weary    
Heat,nan
Benimle Ucmak Ister misin,  Do you want to fly with me tonight Are you afraid of being high For a long time from the ground The world does not escape once We are on the go Come with me Forget your troubles Ruzgar waits for us I will not waste any more time  Do you want to fly with me tonight Are you afraid of being high For a long time from the ground The world does not escape once We are on the go Come with me Forget your troubles Ruzgar waits for us I will not waste any more time 
Hersey Biter,nan
Köle,nan
Oyuncak Dünya,"  Some play the military  Some play ""cops and robbers""  Some play the house  I do play the musician now    Some play ""hide-and-seek"" Some play the chasing  Some play the doctorship  I do play the musician now..."
Sadece Senin Olmak,  I don't actually ask for much  I don't actually ask for much  I've only wanted to be yours in this world  Only to belong to you  I've discovered anew the feeling that is called love  I've only wanted to be yours  I've only wanted to be yours  
Yasamak Istemem,   I don't want to live among you any longer  I don't want to live among you any longer  I don't want to live among you any longer  I don't want to live among you any longer    I don't want to live among you any longer I don't want to live among you any longer I don't want to live among you any longer I don't want to live among you any longer
